ticker,symbol,marketcap,ipoyear,sector
DHI,DHI,17720000000.0,,Capital Goods
DHIL,DHIL,471170000.0,,Finance
DHR,DHR,101070000000.0,,Capital Goods
DHT,DHT,778160000.0,2005.0,Transportation
DHX,DHX,189740000.0,2007.0,Miscellaneous
DIN,DIN,1430000000.0,,Consumer Services
DIOD,DIOD,1950000000.0,,Technology
DIS,DIS,248160000000.0,,Consumer Services
DISCA,DISCA,15570000000.0,,Consumer Services
DISCK,DISCK,14380000000.0,,Consumer Services
DISH,DISH,15440000000.0,1995.0,Consumer Services
DJCO,DJCO,312050000.0,,Consumer Services
DK,DK,2680000000.0,2017.0,Energy
DKS,DKS,3110000000.0,2002.0,Consumer Services
DLB,DLB,6050000000.0,2005.0,Miscellaneous
DLPH,DLPH,1340000000.0,2017.0,Capital Goods
DLR,DLR,24940000000.0,2004.0,Consumer Services
DLTR,DLTR,22070000000.0,1995.0,Consumer Services
DLX,DLX,1900000000.0,,Consumer Durables
DMRC,DMRC,576840000.0,,Technology
DNKN,DNKN,6800000000.0,2011.0,Consumer Services
DNR,DNR,498120000.0,,Energy
DO,DO,838560000.0,1995.0,Energy
DOC,DOC,3240000000.0,2013.0,Consumer Services
DOOR,DOOR,1260000000.0,,Basic Industries
DORM,DORM,2370000000.0,,Capital Goods
DOV,DOV,13440000000.0,,Technology
DOW,DOW,34770000000.0,2019.0,Basic Industries
DOX,DOX,8790000000.0,,Technology
DPZ,DPZ,10170000000.0,2004.0,Consumer Non-Durables
DRE,DRE,12040000000.0,,Consumer Services
DRH,DRH,1910000000.0,2005.0,Consumer Services
DRI,DRI,14990000000.0,,Consumer Services
DRIV,DRIV,11550000.0,,
DRNA,DRNA,942870000.0,2014.0,Health Care
DRQ,DRQ,1770000000.0,1997.0,Energy
DSPG,DSPG,330050000.0,1994.0,Technology
DTE,DTE,23700000000.0,,Public Utilities
DTV,DTV,,2016.0,Public Utilities
DUK,DUK,65019999999.99999,,Public Utilities
DVA,DVA,9580000000.0,,Health Care
DVAX,DVAX,198450000.0,2004.0,Health Care
DVN,DVN,10150000000.0,,Energy
DWSN,DWSN,52250000.0,,Energy
DX,DX,391150000.0,,Consumer Services
DXC,DXC,13760000000.0,,Technology
DXCM,DXCM,14070000000.0,2005.0,Health Care
DXLG,DXLG,85290000.0,,Consumer Services
DXPE,DXPE,595850000.0,,Capital Goods
DXYN,DXYN,9780000.0,,Consumer Durables
DY,DY,1570000000.0,,Basic Industries
EA,EA,28220000000.0,,Technology
EAT,EAT,1490000000.0,,Consumer Services
EBAY,EBAY,34600000000.0,1998.0,Miscellaneous
EBAY,EBAY,34600000000.0,1998.0,Miscellaneous
EBF,EBF,532980000.0,,Consumer Services
EBIX,EBIX,1210000000.0,,Technology
EBS,EBS,2270000000.0,2006.0,Health Care
EBSB,EBSB,956060000.0,,Finance
EBTC,EBTC,330100000.0,,Finance
ECHO,ECHO,572660000.0,2009.0,Transportation
ECL,ECL,59000000000.0,,Basic Industries
ECOL,ECOL,1390000000.0,,Public Utilities
ECPG,ECPG,1160000000.0,,Finance
ED,ED,29070000000.0,,Public Utilities
EE,EE,2720000000.0,,Public Utilities
EEFT,EEFT,8080000000.0,1997.0,Finance
EFSC,EFSC,1070000000.0,,Finance
EFX,EFX,17410000000.0,,Finance
EGAN,EGAN,219810000.0,1999.0,Technology
EGBN,EGBN,1350000000.0,,Finance
EGHT,EGHT,2480000000.0,,Technology
EGOV,EGOV,1420000000.0,1999.0,Miscellaneous
EGP,EGP,4600000000.0,,Consumer Services
EGY,EGY,101650000.0,,Energy
EHTH,EHTH,2500000000.0,2006.0,Finance
EIG,EIG,1360000000.0,2007.0,Finance
EIGI,EIGI,746340000.0,2013.0,Technology
EIX,EIX,26900000000.0,,Public Utilities
EL,EL,67459999999.99999,1995.0,Consumer Non-Durables
ELGX,ELGX,108620000.0,,Health Care
ELS,ELS,11860000000.0,,Consumer Services
ELY,ELY,1650000000.0,1992.0,Consumer Non-Durables
EMCI,EMCI,779410000.0,1982.0,Finance
EME,EME,4770000000.0,,Capital Goods
EMN,EMN,9490000000.0,,Basic Industries
EMR,EMR,37380000000.0,,Energy
ENDP,ENDP,578950000.0,,Health Care
ENPH,ENPH,3850000000.0,2012.0,Technology
ENR,ENR,2580000000.0,2015.0,Miscellaneous
ENS,ENS,2490000000.0,2004.0,Consumer Non-Durables
ENSG,ENSG,2770000000.0,2007.0,Health Care
ENT,ENT,77150000.0,2011.0,Consumer Services
ENTA,ENTA,1440000000.0,2013.0,Health Care
ENTG,ENTG,5670000000.0,2000.0,Consumer Non-Durables
ENV,ENV,3170000000.0,2010.0,Miscellaneous
ENZ,ENZ,175480000.0,,Health Care
EOG,EOG,46660000000.0,,Energy
EPAM,EPAM,10380000000.0,2012.0,Technology
EPAY,EPAY,1880000000.0,1999.0,Technology
EPM,EPM,202440000.0,,Energy
EPR,EPR,5980000000.0,1997.0,Consumer Services
EPZM,EPZM,1110000000.0,2013.0,Health Care
EQIX,EQIX,46650000000.0,2000.0,Consumer Services
EQR,EQR,29980000000.0,,Consumer Services
EQT,EQT,3220000000.0,,Energy
ERA,ERA,223350000.0,,Transportation
ERIE,ERIE,11710000000.0,,Finance
ERII,ERII,550750000.0,2008.0,Technology
EROS,EROS,100110000.0,2013.0,Consumer Services
ES,ES,25400000000.0,,Public Utilities
ESCA,ESCA,160560000.0,,Consumer Non-Durables
ESE,ESE,2120000000.0,,Capital Goods
ESGR,ESGR,3160000000.0,,Finance
ESI,ESI,2470000000.0,2014.0,Basic Industries
ESNT,ESNT,4630000000.0,2013.0,Finance
ESPR,ESPR,1050000000.0,2013.0,Health Care
ESRT,ESRT,4760000000.0,2013.0,Consumer Services
ESS,ESS,20090000000.0,1994.0,Consumer Services
ESSA,ESSA,167940000.0,,Finance
ETFC,ETFC,10360000000.0,,Finance
ETH,ETH,476310000.0,1993.0,Consumer Durables
ETM,ETM,477700000.0,1999.0,Consumer Services
ETN,ETN,33500000000.0,,Technology
ETR,ETR,21270000000.0,,Public Utilities
EV,EV,4820000000.0,,Finance
EVC,EVC,240880000.0,2000.0,Consumer Services
EVER,EVER,506360000.0,2018.0,Technology
EVR,EVR,3240000000.0,2006.0,Finance
EVTC,EVTC,2550000000.0,2013.0,Technology
EW,EW,45150000000.0,,Health Care
EWBC,EWBC,6200000000.0,,Finance
EXAS,EXAS,15510000000.0,2001.0,Health Care
EXC,EXC,44130000000.0,,Public Utilities
EXEL,EXEL,6360000000.0,2000.0,Health Care
EXLS,EXLS,2360000000.0,2006.0,Miscellaneous
EXP,EXP,3660000000.0,,Capital Goods
EXPD,EXPD,12570000000.0,,Transportation
EXPE,EXPE,19120000000.0,,Consumer Services
EXPO,EXPO,3670000000.0,,Consumer Services
EXPR,EXPR,147980000.0,2010.0,Consumer Services
EXR,EXR,15260000000.0,2004.0,Consumer Services
EXTR,EXTR,971250000.0,1999.0,Technology
EZPW,EZPW,490140000.0,1991.0,Consumer Services
F,F,38140000000.0,,Capital Goods
FAF,FAF,6480000000.0,,Finance
FANG,FANG,15680000000.0,2012.0,Energy
FARM,FARM,249640000.0,,Consumer Non-Durables
FARO,FARO,877530000.0,1997.0,Capital Goods
FAST,FAST,17059999999.999998,1987.0,Consumer Services
FB,FB,542970000000.0,2012.0,Technology
FBC,FBC,1920000000.0,,Finance
FBHS,FBHS,7430000000.0,,Basic Industries
FBIZ,FBIZ,201300000.0,,Finance
FBNC,FBNC,1080000000.0,1987.0,Finance
FBP,FBP,2150000000.0,,Finance
FC,FC,510620000.0,,Consumer Services
FCBC,FCBC,516030000.0,,Finance
FCEL,FCEL,32570000.0,,Miscellaneous
FCF,FCF,1250000000.0,,Finance
FCFS,FCFS,4310000000.0,1991.0,Consumer Services
FCN,FCN,4010000000.0,,Consumer Services
FCNCA,FCNCA,5010000000.0,,Finance
FCSC,FCSC,17080000.0,,Health Care
FCX,FCX,14680000000.0,,Basic Industries
FDEF,FDEF,545470000.0,,Finance
FDP,FDP,1430000000.0,1997.0,Consumer Non-Durables
FDS,FDS,10770000000.0,1996.0,Technology
FDUS,FDUS,359360000.0,2011.0,
FDX,FDX,42830000000.0,,Transportation
FE,FE,23550000000.0,,Public Utilities
FELE,FELE,2130000000.0,,Consumer Durables
FET,FET,201990000.0,2012.0,Energy
FF,FF,497360000.0,,Basic Industries
FFBC,FFBC,2370000000.0,,Finance
FFG,FFG,1450000000.0,1996.0,Finance
FFIC,FFIC,543180000.0,,Finance
FFIN,FFIN,4290000000.0,,Finance
FFIV,FFIV,8260000000.0,1999.0,Technology
FFNW,FFNW,153870000.0,,Finance
FHN,FHN,5000000000.0,,Finance
FIBK,FIBK,2550000000.0,2010.0,Finance
FICO,FICO,10640000000.0,,Miscellaneous
FII,FII,3370000000.0,1998.0,Finance
FIS,FIS,83600000000.0,,Miscellaneous
FISI,FISI,469140000.0,1999.0,Finance
FISV,FISV,71640000000.0,1986.0,Technology
FITB,FITB,19650000000.0,,Finance
FIVE,FIVE,6280000000.0,2012.0,Consumer Services
FIVN,FIVN,3760000000.0,2014.0,Technology
FIX,FIX,1500000000.0,1997.0,Capital Goods
FIZZ,FIZZ,2080000000.0,,Consumer Non-Durables
FL,FL,4450000000.0,,Consumer Services
FLDM,FLDM,456910000.0,2011.0,Capital Goods
FLIC,FLIC,536880000.0,,Finance
FLIR,FLIR,6610000000.0,1993.0,Capital Goods
FLO,FLO,4850000000.0,,Consumer Non-Durables
FLR,FLR,2800000000.0,,Basic Industries
FLS,FLS,5920000000.0,,Capital Goods
FLT,FLT,25550000000.0,2010.0,Miscellaneous
FLWS,FLWS,1250000000.0,1999.0,Consumer Services
FLXN,FLXN,398160000.0,2014.0,Health Care
FLXS,FLXS,141460000.0,,Consumer Durables
FMBI,FMBI,2230000000.0,,Finance
FMC,FMC,11580000000.0,,Basic Industries
FMC,FMC,11580000000.0,,Basic Industries
FN,FN,1980000000.0,2010.0,Public Utilities
FNB,FNB,3660000000.0,,Finance
FNF,FNF,12120000000.0,2014.0,Finance
FNHC,FNHC,168540000.0,,Finance
FNLC,FNLC,273710000.0,,Finance
FNSR,FNSR,2760000000.0,1999.0,Technology
FOE,FOE,1040000000.0,,Basic Industries
FOLD,FOLD,2900000000.0,2007.0,Health Care
FOR,FOR,818640000.0,2017.0,Finance
FORM,FORM,1280000000.0,2003.0,Technology
FORR,FORR,703920000.0,1996.0,Consumer Services
FOSL,FOSL,561580000.0,1993.0,Consumer Non-Durables
FOX,FOX,21710000000.0,,Consumer Services
FOXA,FOXA,21800000000.0,,Consumer Services
FOXF,FOXF,2850000000.0,2013.0,Consumer Non-Durables
FPRX,FPRX,200870000.0,2013.0,Health Care
FR,FR,4870000000.0,1994.0,Consumer Services
FRAN,FRAN,9230000.0,2011.0,Consumer Services
FRBK,FRBK,242140000.0,,Finance
FRC,FRC,15620000000.0,,
FRED,FRED,12180000.0,1992.0,Consumer Services
FRGI,FRGI,273700000.0,,Consumer Services
FRME,FRME,1850000000.0,,Finance
FRO,FRO,1230000000.0,,Transportation
FRT,FRT,9860000000.0,,Consumer Services
FSLR,FSLR,6830000000.0,2006.0,Technology
FSP,FSP,849270000.0,,Consumer Services
FSS,FSS,1850000000.0,,Capital Goods
FSTR,FSTR,252500000.0,,Basic Industries
FTI,FTI,11280000000.0,,Energy
FTK,FTK,118380000.0,,Basic Industries
FTNT,FTNT,14430000000.0,2009.0,Technology
FTR,FTR,96210000.0,,Public Utilities
FTV,FTV,24100000000.0,2016.0,Capital Goods
FUL,FUL,2340000000.0,,Basic Industries
FULT,FULT,2750000000.0,,Finance
FVE,FVE,31810000.0,,Health Care
FWRD,FWRD,1760000000.0,,Transportation
G,G,7980000000.0,2007.0,Consumer Services
GABC,GABC,822080000.0,,Finance
GAIA,GAIA,130130000.0,1999.0,Consumer Services
GAIN,GAIN,379430000.0,2005.0,
GALT,GALT,197660000.0,,Health Care
GARS,GARS,112350000.0,2013.0,
GBCI,GBCI,3410000000.0,,Finance
GBDC,GBDC,1110000000.0,2010.0,
GBL,GBL,501130000.0,1999.0,Finance
GBLI,GBLI,393210000.0,,Finance
GBX,GBX,860160000.0,1994.0,Capital Goods
GCAP,GCAP,161850000.0,2010.0,Finance
GCI,GCI,1190000000.0,2015.0,Consumer Services
GCO,GCO,638230000.0,,Consumer Services
GD,GD,53200000000.0,,Capital Goods
GDOT,GDOT,1460000000.0,2010.0,Finance
GDP,GDP,136940000.0,2017.0,Energy
GE,GE,82820000000.0,,Energy
GEF,GEF,2050000000.0,,
GEO,GEO,2200000000.0,,Consumer Services
GEOS,GEOS,182950000.0,,Capital Goods
GERN,GERN,241180000.0,1996.0,Health Care
GES,GES,1200000000.0,1996.0,Consumer Non-Durables
GFF,GFF,890610000.0,,Capital Goods
GFN,GFN,232720000.0,,Technology
GGG,GGG,7870000000.0,,Capital Goods
GHC,GHC,3770000000.0,,Consumer Services
GHDX,GHDX,2770000000.0,2005.0,Health Care
GHL,GHL,319280000.0,2004.0,Finance
GHM,GHM,196830000.0,,Technology
GIFI,GIFI,106960000.0,1997.0,Capital Goods
GIII,GIII,1220000000.0,1989.0,Consumer Non-Durables
GILD,GILD,82130000000.0,1992.0,Health Care
GIS,GIS,32520000000.000004,,Consumer Non-Durables
GLAD,GLAD,284950000.0,2001.0,Consumer Non-Durables
GLDD,GLDD,679110000.0,,Basic Industries
GLNG,GLNG,1430000000.0,,Consumer Services
GLOG,GLOG,1020000000.0,2012.0,Consumer Services
GLRE,GLRE,354080000.0,2007.0,Finance
GLT,GLT,649760000.0,,Basic Industries
GLUU,GLUU,753860000.0,2007.0,Technology
GLW,GLW,22760000000.0,,Basic Industries
GM,GM,58210000000.0,2010.0,Capital Goods
GME,GME,397830000.0,2002.0,Consumer Services
GMED,GMED,4940000000.0,2012.0,Health Care
GMO,GMO,26390000.0,,Basic Industries
GNC,GNC,169160000.0,2011.0,Consumer Non-Durables
GNCA,GNCA,82700000.0,2014.0,Health Care
GNE,GNE,194530000.0,2011.0,Public Utilities
GNMK,GNMK,387720000.0,2010.0,Health Care
GNRC,GNRC,4570000000.0,2010.0,Consumer Durables
GNTX,GNTX,7060000000.0,,Capital Goods
GNW,GNW,2010000000.0,2004.0,Finance
GOGO,GOGO,402110000.0,2013.0,Consumer Services
GOLD,GOLD,31880000000.0,,Basic Industries
GOOD,GOOD,702910000.0,2003.0,Consumer Services
GOOG,GOOG,835430000000.0,2004.0,Technology
GOOGL,GOOGL,836260000000.0,,Technology
GORO,GORO,215940000.0,,Basic Industries
GPC,GPC,13430000000.0,,Capital Goods
GPI,GPI,1540000000.0,1997.0,Consumer Durables
GPK,GPK,4139999999.999999,,Consumer Durables
GPN,GPN,25130000000.0,,Miscellaneous
GPOR,GPOR,532380000.0,,Energy
GPRE,GPRE,335280000.0,,Basic Industries
GPS,GPS,6880000000.0,,Consumer Services
GPX,GPX,236350000.0,,Consumer Services
GRA,GRA,4490000000.0,,Basic Industries
GRC,GRC,836010000.0,,Capital Goods
GRIF,GRIF,200740000.0,,Finance
GRMN,GRMN,14950000000.0,2000.0,Capital Goods
GRPN,GRPN,1520000000.0,2011.0,Technology
GRUB,GRUB,6330000000.0,2014.0,Miscellaneous
GS,GS,74430000000.0,1999.0,Finance
GSAT,GSAT,602090000.0,2006.0,Consumer Services
GSBC,GSBC,812620000.0,1989.0,Finance
GSBD,GSBD,804740000.0,2015.0,
GSIT,GSIT,182960000.0,2007.0,Technology
GSM,GSM,230010000.0,,Capital Goods
GT,GT,2910000000.0,,Consumer Durables
GTLS,GTLS,2290000000.0,2006.0,Capital Goods
GTN,GTN,1550000000.0,,Consumer Services
GTS,GTS,627110000.0,2007.0,Finance
GTT,GTT,340110000.0,,Public Utilities
GTY,GTY,1220000000.0,,Finance
GVA,GVA,1400000000.0,,Basic Industries
GWR,GWR,6230000000.0,,Transportation
GWRE,GWRE,8060000000.000001,2012.0,Technology
GWW,GWW,15100000000.0,,Consumer Services
H,H,7940000000.0,2009.0,Consumer Services
HA,HA,1260000000.0,,Transportation
HAE,HAE,6870000000.0,1991.0,Health Care
HAFC,HAFC,618870000.0,,Finance
HAIN,HAIN,2310000000.0,,Consumer Non-Durables
HAL,HAL,17460000000.0,,Energy
HALL,HALL,280550000.0,,Finance
HALO,HALO,2340000000.0,,Health Care
HAS,HAS,14720000000.0,,Consumer Non-Durables
HASI,HASI,1870000000.0,2013.0,Consumer Services
HAYN,HAYN,374460000.0,2007.0,Capital Goods
HBAN,HBAN,13490000000.0,,Finance
HBCP,HBCP,343120000.0,,Finance
HBI,HBI,5420000000.0,,Consumer Services
HBIO,HBIO,92330000.0,2000.0,Capital Goods
HBNC,HBNC,743060000.0,,Finance
HCA,HCA,43180000000.0,2011.0,Health Care
HCC,HCC,1090000000.0,2017.0,Energy
HCCI,HCCI,624480000.0,2008.0,Basic Industries
HCI,HCI,350480000.0,,Finance
HCKT,HCKT,490410000.0,,Consumer Services
HCP,HCP,16800000000.0,,Consumer Services
HCSG,HCSG,1750000000.0,1983.0,Health Care
HD,HD,232790000000.0,,Consumer Services
HE,HE,4910000000.0,,Public Utilities
HEAR,HEAR,151870000.0,,Capital Goods
HEES,HEES,957060000.0,2006.0,
HEI,HEI,19120000000.0,,Capital Goods
HELE,HELE,3730000000.0,,Consumer Durables
HES,HES,18310000000.0,,Energy
HFC,HFC,8400000000.0,,Energy
HFWA,HFWA,1010000000.0,,Finance
HHC,HHC,5780000000.0,,Consumer Services
HHS,HHS,16760000.000000002,1993.0,Technology
HI,HI,1830000000.0,,Consumer Durables
HIBB,HIBB,298240000.0,1996.0,Consumer Services
HIFS,HIFS,411620000.0,,
HIG,HIG,21220000000.0,,Finance
HII,HII,8770000000.0,,Capital Goods
HIIQ,HIIQ,302960000.0,2013.0,Finance
HIL,HIL,175330000.0,2018.0,Consumer Services
HIVE,HIVE,254970000.0,2014.0,Technology
HIW,HIW,4660000000.0,1994.0,Consumer Services
HL,HL,831460000.0,,Basic Industries
HLF,HLF,5770000000.0,2004.0,Health Care
HLIT,HLIT,648770000.0,1995.0,Technology
HLT,HLT,27470000000.0,2016.0,Consumer Services
HLX,HLX,1150000000.0,,Energy
HMHC,HMHC,663990000.0,2013.0,Consumer Services
HMN,HMN,1820000000.0,1991.0,Finance
HMST,HMST,717860000.0,2012.0,Finance
HMSY,HMSY,3370000000.0,1992.0,Miscellaneous
HMTV,HMTV,481960000.0,,Consumer Services
HNI,HNI,1410000000.0,,Consumer Durables
HNRG,HNRG,153060000.0,,Energy
HOFT,HOFT,228070000.0,,Consumer Durables
HOG,HOG,5460000000.0,,Consumer Non-Durables
HOLX,HOLX,13380000000.0,1990.0,Health Care
HOMB,HOMB,3130000000.0,2006.0,Finance
HOME,HOME,319570000.0,2016.0,Consumer Services
HON,HON,120170000000.0,,Capital Goods
HOS,HOS,30490000.0,2004.0,Consumer Services
HOV,HOV,34630000.0,,Capital Goods
HP,HP,4810000000.0,,Energy
HPE,HPE,18150000000.0,2015.0,Technology
HPP,HPP,5340000000.0,2010.0,Finance
HPQ,HPQ,29420000000.0,,Technology
HPT,HPT,3990000000.0,,Consumer Services
HR,HR,4280000000.000001,1993.0,Consumer Services
HRB,HRB,5600000000.0,,Consumer Services
HRC,HRC,7170000000.0,,Health Care
HRL,HRL,22300000000.0,,Consumer Non-Durables
HRTG,HRTG,423900000.0,2014.0,Finance
HRTX,HRTX,1430000000.0,,Health Care
HRZN,HRZN,164160000.0,2010.0,
HSC,HSC,1550000000.0,,Capital Goods
HSIC,HSIC,9320000000.0,1995.0,Health Care
HSII,HSII,536650000.0,1999.0,Technology
HST,HST,12450000000.0,,Consumer Services
HSTM,HSTM,920700000.0,2000.0,Technology
HSY,HSY,32390000000.0,,Consumer Non-Durables
HT,HT,598870000.0,1999.0,Consumer Services
HTA,HTA,5650000000.0,,Consumer Services
HTBI,HTBI,458060000.0,2012.0,Finance
HTBK,HTBK,502410000.0,,Finance
HTGC,HTGC,1380000000.0,2012.0,
HTH,HTH,2090000000.0,,Finance
HTLD,HTLD,1640000000.0,1986.0,Transportation
HTLF,HTLF,1680000000.0,,Finance
HTZ,HTZ,2080000000.0,2016.0,Consumer Services
HUBG,HUBG,1450000000.0,1996.0,Transportation
HUM,HUM,39890000000.0,,Health Care
HUN,HUN,4900000000.0,2005.0,Basic Industries
HURC,HURC,223830000.0,,Capital Goods
HURN,HURN,1370000000.0,2004.0,Consumer Services
HVT,HVT,361760000.0,,Consumer Services
HWCC,HWCC,72600000.0,2006.0,Consumer Non-Durables
HWKN,HWKN,488040000.0,,Consumer Durables
HXL,HXL,6920000000.0,,Basic Industries
HY,HY,968220000.0,,Capital Goods
HZNP,HZNP,5100000000.0,2011.0,Health Care
HZO,HZO,327820000.0,1998.0,Consumer Services
I,I,2940000000.0,2013.0,Consumer Services
IART,IART,5370000000.0,,Health Care
IBCP,IBCP,453590000.0,,Finance
IBKC,IBKC,3960000000.0,,Finance
IBM,IBM,124110000000.0,,Technology
IBOC,IBOC,2220000000.0,,Finance
IBP,IBP,1670000000.0,2014.0,Basic Industries
IBTX,IBTX,2220000000.0,2013.0,Finance
ICE,ICE,51510000000.0,2005.0,Finance
ICFI,ICFI,1560000000.0,2006.0,Consumer Services
ICON,ICON,11110000.0,,Consumer Non-Durables
ICPT,ICPT,2150000000.0,2012.0,Health Care
ICUI,ICUI,3390000000.0,1992.0,Health Care
IDA,IDA,5330000000.0,,Public Utilities
IDCC,IDCC,1660000000.0,,Miscellaneous
IDRA,IDRA,70050000.0,,Health Care
IDT,IDT,237570000.0,,Public Utilities
IDXX,IDXX,23720000000.0,1991.0,Health Care
IEX,IEX,12300000000.0,1989.0,Capital Goods
IFF,IFF,13030000000.0,,Basic Industries
IGT,IGT,2700000000.0,2015.0,Consumer Services
IHC,IHC,565200000.0,,Finance
III,III,118460000.0,,Consumer Services
IIIN,IIIN,361930000.0,,Capital Goods
IIVI,IIVI,2460000000.0,1987.0,Capital Goods
ILMN,ILMN,43880000000.0,2000.0,Capital Goods
IMGN,IMGN,426160000.0,1989.0,Health Care
IMI,IMI,59210000.0,2011.0,Technology
IMKTA,IMKTA,673640000.0,1987.0,Consumer Services
IMMR,IMMR,250540000.0,1999.0,Technology
IMMU,IMMU,2980000000.0,,Health Care
INAP,INAP,59480000.0,1999.0,Technology
INCY,INCY,17470000000.0,,Health Care
INDB,INDB,2480000000.0,,Finance
INFI,INFI,79270000.0,,Health Care
INFN,INFN,812460000.0,2007.0,Public Utilities
INFO,INFO,25820000000.0,1996.0,Technology
INGN,INGN,1020000000.0,2014.0,Health Care
INGR,INGR,5170000000.0,,Consumer Non-Durables
INN,INN,1210000000.0,2011.0,Consumer Services
INO,INO,249990000.0,,Health Care
INSM,INSM,1530000000.0,,Health Care
INT,INT,2510000000.0,,Energy
INTC,INTC,208960000000.0,,Technology
INTL,INTL,701620000.0,,Finance
INTU,INTU,71720000000.0,1993.0,Technology
INWK,INWK,147510000.0,2006.0,Miscellaneous
IO,IO,114840000.0,,Energy
IOSP,IOSP,2220000000.0,,Basic Industries
IP,IP,16090000000.0,,Basic Industries
IPAR,IPAR,2150000000.0,,Consumer Non-Durables
IPG,IPG,8310000000.000001,,Technology
IPGP,IPGP,6640000000.0,2006.0,Technology
IPHI,IPHI,2970000000.0,2010.0,Technology
IPHS,IPHS,551740000.0,2006.0,Consumer Durables
IPI,IPI,432440000.0,2008.0,Basic Industries
IQV,IQV,30970000000.0,2013.0,Health Care
IR,IR,29220000000.0,,Capital Goods
IRBT,IRBT,1940000000.0,2005.0,Consumer Durables
IRDM,IRDM,3070000000.0,,Capital Goods
IRET,IRET,809160000.0,,Consumer Services
IRM,IRM,8960000000.0,,Consumer Services
IRWD,IRWD,1500000000.0,2010.0,Health Care
ISBC,ISBC,3080000000.0,,Finance
ISCA,ISCA,1960000000.0,1996.0,Consumer Services
ISRG,ISRG,59870000000.0,2000.0,Health Care
ISRL,ISRL,330170000.0,1983.0,Energy
ISSC,ISSC,89960000.0,2000.0,Technology
IT,IT,11940000000.0,1993.0,Consumer Services
ITCI,ITCI,516059999.99999994,,Health Care
ITIC,ITIC,294660000.0,,Finance
ITRI,ITRI,2720000000.0,1993.0,Capital Goods
ITT,ITT,5180000000.0,2011.0,Capital Goods
ITW,ITW,48800000000.0,,Technology
IVAC,IVAC,115690000.0,1995.0,Technology
IVC,IVC,199720000.0,,Health Care
IVR,IVR,2140000000.0,2009.0,Consumer Services
IVZ,IVZ,8020000000.0,,Finance
JACK,JACK,2240000000.0,,Consumer Services
JAKK,JAKK,23570000.0,1996.0,Consumer Non-Durables
JBHT,JBHT,10600000000.0,,Transportation
JBL,JBL,4390000000.0,1993.0,Technology
JBLU,JBLU,5830000000.0,2002.0,Transportation
JBSS,JBSS,915210000.0,1991.0,Consumer Non-Durables
JBT,JBT,3330000000.0,,Technology
JCI,JCI,33900000000.0,,Consumer Services
JCOM,JCOM,4019999999.999999,1999.0,Technology
JCP,JCP,219900000.0,,Consumer Services
JEC,JEC,11590000000.0,,Basic Industries
JJSF,JJSF,3510000000.0,1986.0,Consumer Non-Durables
JKHY,JKHY,10880000000.0,1985.0,Technology
JLL,JLL,7420000000.0,,Finance
JNJ,JNJ,347530000000.0,,Health Care
JNPR,JNPR,8820000000.0,1999.0,Technology
JOE,JOE,1060000000.0,,Consumer Services
JOUT,JOUT,611350000.0,,Consumer Non-Durables
JPM,JPM,351280000000.0,,Finance
JWN,JWN,4660000000.0,,Consumer Services
K,K,21290000000.0,,Consumer Non-Durables
KAI,KAI,936420000.0,,Technology
KALU,KALU,1510000000.0,,Capital Goods
KAMN,KAMN,1640000000.0,,Consumer Durables
KAR,KAR,3350000000.0,2009.0,Consumer Durables
KBH,KBH,2370000000.0,1986.0,Capital Goods
KBR,KBR,3620000000.0,2006.0,Basic Industries
KEG,KEG,37530000.0,2016.0,Energy
KELYA,KELYA,1110000000.0,,Technology
KEM,KEM,1160000000.0,,Capital Goods
KEX,KEX,4610000000.0,,Consumer Services
KEY,KEY,16570000000.0,,Finance
KFRC,KFRC,841650000.0,1995.0,Technology
KFY,KFY,2210000000.0,1999.0,Technology
KHC,KHC,34410000000.0,,Consumer Non-Durables
KIM,KIM,8050000000.000001,,Consumer Services
KIN,KIN,289830000.0,2013.0,Health Care
KIRK,KIRK,21670000.0,2002.0,Consumer Services
KLAC,KLAC,22200000000.0,1980.0,Capital Goods
KMB,KMB,47680000000.0,,Consumer Durables
KMI,KMI,46110000000.0,2011.0,Public Utilities
KMPR,KMPR,5340000000.0,,Finance
KMT,KMT,2590000000.0,,Capital Goods
KMX,KMX,13910000000.0,,Consumer Durables
KNL,KNL,1170000000.0,2004.0,Consumer Durables
KNX,KNX,6200000000.0,2017.0,Transportation
KO,KO,229580000000.0,,Consumer Non-Durables
KODK,KODK,106640000.0,,Miscellaneous
KOP,KOP,577520000.0,2006.0,Basic Industries
KOPN,KOPN,92550000.0,1992.0,Technology
KOS,KOS,2530000000.0,2011.0,Energy
KPTI,KPTI,555690000.0,2013.0,Health Care
KR,KR,18650000000.0,,Consumer Services
KRA,KRA,908070000.0,2009.0,Basic Industries
KRC,KRC,7940000000.0,1997.0,Consumer Services
KRG,KRG,1310000000.0,2004.0,Consumer Services
KRNY,KRNY,1170000000.0,,Finance
KRO,KRO,1310000000.0,,Basic Industries
KSS,KSS,8130000000.000001,1992.0,Consumer Services
KSU,KSU,11910000000.0,,Transportation
KTOS,KTOS,2070000000.0,,Capital Goods
KVHI,KVHI,167840000.0,1996.0,Technology
KW,KW,3110000000.0,,Finance
KWR,KWR,3020000000.0,,Basic Industries
L,L,15620000000.0,,Finance
LAD,LAD,2990000000.0,,Consumer Durables
LADR,LADR,2030000000.0,2014.0,Consumer Services
